IA1	IB1	averageP	sdp	overlap	direction
a soldier	a nun	0.707219827586207	0.0405942204974411	0.585560344827586	1
an olympian	a rapist	0.968265217391304	0.015292962026435	0.0634695652173913	1
an orphan	a terrorist	0.987820175438596	0.00960723470620755	0.0243596491228071	1
an assassin	a terrorist	0.604275423728814	0.0397248894927789	0.791449152542373	1
a terrorist	a congressman	0.122836448598131	0.0300231048066558	0.245672897196262	-1
an olympian	an addict	0.730023148148148	0.0421277415067279	0.539953703703704	1
a homeless adult	a celebrity	0.561301724137931	0.043660051775605	0.877396551724138	1
a mentor	an adult	0.526293203883495	0.0222659534882417	0.94741359223301	1
a rapist	an assassin	0.368366935483871	0.0364281860720245	0.736733870967742	-1
a college student	a gang member	0.900119469026549	0.0265201150219073	0.199761061946903	1
an astronaut	a billionaire	0.536351351351351	0.0465587847276145	0.927297297297297	1
a billionaire	an adult	0.450039447731755	0.0217940858331687	0.900078895463511	-1
a pedophile	a nun	0.0180791666666667	0.01145616543025	0.0361583333333333	-1
an astronaut	an olympian	0.549508928571429	0.0459161466591998	0.900982142857143	1
a thief	a congressman	0.232811926605505	0.039236987696834	0.465623853211009	-1
a convict	a thief	0.592615079365079	0.0399114895793759	0.814769841269841	1
a billionaire	a convict	0.767203389830509	0.0374021548162967	0.465593220338983	1
an olympian	an astronaut	0.452089285714286	0.0444543639723984	0.904178571428571	-1
a convict	a judge	0.2071	0.0348822988745692	0.4142	-1
a celebrity	a judge	0.432345454545455	0.0467321018561048	0.864690909090909	-1
a college student	an astronaut	0.559730434782609	0.0452858686847247	0.880539130434783	1
a thief	an adult	0.0979309338521401	0.0128527917226562	0.19586186770428	-1
an orphan	an assassin	0.96014406779661	0.0165853349477485	0.0797118644067796	1
a police officer	a college student	0.499880165289256	0.0434998522050534	0.999760330578512	-1
a nun	a thief	0.878542372881356	0.0290135098609687	0.242915254237288	1
an adult	a mentor	0.475092233009709	0.0217945034303291	0.950184466019418	-1
a pedophile	an addict	0.122918103448276	0.0287109344910043	0.245836206896552	-1
a congressman	an olympian	0.387655339805825	0.0473557850919396	0.77531067961165	-1
a convict	an astronaut	0.161299212598425	0.0320679974603549	0.32259842519685	-1
a homeless adult	a mentor	0.393939516129032	0.040938893050718	0.787879032258065	-1
a gang member	an assassin	0.583924369747899	0.042151038517327	0.832151260504202	1
a convict	an assassin	0.6416328125	0.0377398697916803	0.716734375	1
a celebrity	an elderly person	0.345425389755011	0.0218959886841616	0.690850779510022	-1
a nun	a homeless adult	0.502322580645161	0.0432534233533572	0.995354838709677	1
a police officer	a billionaire	0.575799145299145	0.045349601282711	0.848401709401709	1
a police officer	an orphan	0.430333333333333	0.0433568010087536	0.860666666666667	-1
an assassin	a judge	0.0978319327731092	0.0262375827152572	0.195663865546219	-1
an elderly person	a mentor	0.520438730853392	0.0236487007927115	0.959122538293217	1
a terrorist	an olympian	0.0342064220183486	0.0167964831120153	0.0684128440366972	-1
an assassin	an addict	0.257017094017094	0.0409319566852617	0.514034188034188	-1
a pedophile	a billionaire	0.0542567567567568	0.0190551028771623	0.108513513513514	-1
an assassin	a pedophile	0.656272727272727	0.0360730034582198	0.687454545454546	1
a congressman	a convict	0.681478813559322	0.041123956698571	0.637042372881356	1
a college student	a police officer	0.49947520661157	0.0442761756808238	0.99895041322314	-1
a mentor	an addict	0.785526086956522	0.0355820452202439	0.428947826086957	1
a homeless adult	a police officer	0.389857692307692	0.0414902855601991	0.779715384615385	-1
a convict	a police officer	0.164605263157895	0.0313083941685201	0.329210526315789	-1
a celebrity	a mentor	0.352243243243243	0.0450628061549304	0.704486486486486	-1
an elderly person	a judge	0.617948351648352	0.0229250187329941	0.764103296703297	1
a thief	a college student	0.0824122807017544	0.0239731304522996	0.164824561403509	-1
a homeless adult	a judge	0.493016393442623	0.043771653076872	0.986032786885246	-1
a terrorist	an addict	0.16562389380531	0.0343368130314637	0.331247787610619	-1
a gang member	an adult	0.121046692607004	0.0146080779787631	0.242093385214008	-1
a terrorist	a billionaire	0.0759583333333333	0.0239527387094269	0.151916666666667	-1
a mentor	a thief	0.917025423728814	0.0246773175469733	0.165949152542373	1
a judge	a mentor	0.404367521367521	0.0440820861818914	0.808735042735043	-1
a judge	an addict	0.71280701754386	0.0403881398303768	0.574385964912281	1
a celebrity	a nun	0.433346846846847	0.0450837588059252	0.866693693693694	-1
a soldier	a billionaire	0.666476851851852	0.0454146483077738	0.667046296296296	1
a congressman	a thief	0.766417431192661	0.0397444250880456	0.467165137614679	1
an assassin	an orphan	0.0400635593220339	0.0165608324748796	0.0801271186440677	-1
a gang member	a billionaire	0.183834862385321	0.0354542830353056	0.367669724770642	-1
an adult	a soldier	0.355071150097466	0.0206293446386735	0.710142300194932	-1
an adult	a thief	0.902342412451362	0.0127988895254033	0.195315175097276	1
an olympian	an assassin	0.91416814159292	0.0251816114646286	0.171663716814159	1
a billionaire	a rapist	0.931118421052632	0.0216741212562138	0.137763157894737	1
a pedophile	a thief	0.280142857142857	0.035114983975462	0.560285714285714	-1
a congressman	an elderly person	0.303922991071429	0.0206996730962618	0.607845982142857	-1
an astronaut	a nun	0.56322268907563	0.044532091379894	0.87355462184874	1
a gang member	a rapist	0.718863636363636	0.0369514240252847	0.562272727272727	1
an adult	an orphan	0.385321637426901	0.0208452125044457	0.770643274853801	-1
an orphan	an olympian	0.669160550458716	0.0431744857862549	0.661678899082569	1
a college student	a judge	0.607008849557522	0.0445193822617163	0.785982300884956	1
an orphan	a mentor	0.583655172413793	0.0454549814088955	0.832689655172414	1
an adult	an elderly person	0.450643024618992	0.0168959233147008	0.901286049237984	-1
an elderly person	an addict	0.802354304635762	0.0186815161935746	0.395291390728477	1
a homeless adult	an olympian	0.490957264957265	0.0460227884668888	0.98191452991453	-1
an adult	an assassin	0.924879110251451	0.0115555885996018	0.150241779497099	1
a celebrity	an adult	0.38428937007874	0.0208991488636146	0.76857874015748	-1
a mentor	a congressman	0.681118181818182	0.0420290581739252	0.637763636363636	1
a convict	an addict	0.397329268292683	0.0427961693259562	0.794658536585366	-1
a college student	a soldier	0.385763392857143	0.0444049500143664	0.771526785714286	-1
a nun	an astronaut	0.43840756302521	0.0428939819297634	0.87681512605042	-1
a judge	a college student	0.395283185840708	0.0441454528969037	0.790566371681416	-1
an astronaut	an orphan	0.367269230769231	0.0441757937747791	0.734538461538462	-1
a congressman	a pedophile	0.911932432432432	0.0256819594432155	0.176135135135135	1
a college student	a convict	0.85069918699187	0.0309375868081588	0.29860162601626	1
a soldier	a homeless adult	0.719743801652893	0.039176124989322	0.560512396694215	1
a nun	a rapist	0.965959016393443	0.0151617466576712	0.0680819672131148	1
a terrorist	an astronaut	0.0222008547008547	0.0132675712338883	0.0444017094017094	-1
a mentor	an olympian	0.587526785714286	0.0442390133411488	0.824946428571429	1
an olympian	a congressman	0.613165048543689	0.0468545484351678	0.773669902912621	1
a nun	a terrorist	0.962629310344828	0.0159160524503015	0.0747413793103449	1
an elderly person	a soldier	0.398660792951542	0.0224603638621889	0.797321585903084	-1
a congressman	an orphan	0.26107476635514	0.0417451923208493	0.52214953271028	-1
a congressman	an adult	0.340887351778656	0.0209982233677346	0.681774703557312	-1
a soldier	a thief	0.94674347826087	0.0191454434156051	0.106513043478261	1
a celebrity	a billionaire	0.437077669902913	0.0478503199372864	0.874155339805825	-1
a billionaire	an addict	0.693504672897196	0.0446410072611002	0.612990654205607	1
a rapist	a billionaire	0.0712368421052632	0.0222274189864663	0.142473684210526	-1
a judge	an astronaut	0.447309322033898	0.0430615753124112	0.894618644067797	-1
a rapist	a thief	0.310797520661157	0.0376497410244544	0.621595041322314	-1
a celebrity	an addict	0.638064814814815	0.0435418502198394	0.72387037037037	1
a mentor	a judge	0.594940170940171	0.044467370733698	0.810119658119658	1
a pedophile	a gang member	0.248877118644068	0.035521277689105	0.497754237288136	-1
an astronaut	a convict	0.837204724409449	0.033564043944121	0.325590551181102	1
an adult	a congressman	0.659266798418972	0.021041067988562	0.681466403162055	1
a judge	an assassin	0.901983193277311	0.026476631337714	0.196033613445378	1
a celebrity	a soldier	0.258091743119266	0.0409327351172832	0.516183486238532	-1
a mentor	an elderly person	0.477615973741794	0.0231469075104508	0.955231947483589	-1
a thief	an addict	0.304982456140351	0.0405349819183439	0.609964912280702	-1
a terrorist	an orphan	0.0131622807017544	0.00967288030514379	0.0263245614035088	-1
a gang member	a thief	0.532396551724138	0.0432550026250051	0.935206896551724	1
a homeless adult	a nun	0.499286290322581	0.0440589585207257	0.998572580645161	-1
an addict	an astronaut	0.230728448275862	0.0375081446471095	0.461456896551724	-1
a billionaire	a celebrity	0.564427184466019	0.047192987496258	0.871145631067961	1
a college student	a nun	0.606108695652174	0.0443335330650003	0.787782608695652	1
a thief	a judge	0.130202586206897	0.0303516029902664	0.260405172413793	-1
a police officer	a nun	0.601176	0.0410893825867628	0.797648	1
a soldier	an addict	0.856106194690265	0.0329944935457221	0.287787610619469	1
an addict	a celebrity	0.35962037037037	0.0444841259584902	0.719240740740741	-1
